"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@RodneyDavis @SteveScalise @RepShimkus @RepBost he should make sure to mention that he has excellent health insuran… https://t.co/HS1qsPZQtI",FALSE,0,"RodneyDavis",2019-04-25 14:51:04,TRUE,"1121423679609552896","1121426404242071553","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","indivisibleWon",0,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 14:49:36,FALSE,NA,"1121426034216308736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleSPI",13,TRUE,FALSE,NA,NA
"@Tbone295 @funnygirlescope @RodneyDavis @BetsyforIL I'll take ""Things Rodney Davis has nothing to do with"" for 1000 Alex.",FALSE,0,"Tbone295",2019-04-25 14:48:15,FALSE,"1121079056416612353","1121425693328445441","38941663","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TakeTheirSouls",0,FALSE,FALSE,NA,NA
"@RodneyDavis @SteveScalise @RepShimkus @RepBost Ya know, there are tons of survivors of gun violence you could talk… https://t.co/kUZluMxfgm",FALSE,0,"RodneyDavis",2019-04-25 14:42:32,TRUE,"1121423679609552896","1121424258629099523","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DailyLibber",0,FALSE,FALSE,NA,NA
".@RodneyDavis's ""office hours"" in Carlinville were 8:30-10 a.m. on a weekday. How many working folks can do that? N… https://t.co/yj8zAZbhP1",FALSE,1,NA,2019-04-25 14:33:24,TRUE,NA,"1121421959110234113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",0,FALSE,FALSE,NA,NA
"@funnygirlescope @RodneyDavis I agree which is why we should take back the term ""pro-life"" because Republicans aren… https://t.co/fCvMrN0J1o",FALSE,2,"funnygirlescope",2019-04-25 14:32:37,TRUE,"1121418305401753603","1121421760765861891","16701609","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis wow, a real Representative who is not name calling or afraid of her Constituents with open, free and anno…",FALSE,0,NA,2019-04-25 14:29:11,FALSE,NA,"1121420895715827712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",1,TRUE,FALSE,NA,NA
"RT @_GreatBike_: I see, @RodneyDavis, so when it's a Democrat accused of dodging taxes, you'll push for an investigation but if it's a Repu…",FALSE,0,NA,2019-04-25 14:27:27,FALSE,NA,"1121420459248168960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",2,TRUE,FALSE,NA,NA
"@funnygirlescope @RodneyDavis He sneaks into CU for unannounced “news conferences” and photo ops at the university… https://t.co/nOi3wGr5Dj",FALSE,1,"funnygirlescope",2019-04-25 14:26:17,TRUE,"1121406051730034688","1121420168683454466","16701609","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"He and FB blocker @RodneyDavis must be twins--@RepPeteKing's also too scared to hold town halls! 🤣… https://t.co/U2v4p7aAkO",FALSE,0,NA,2019-04-25 14:26:08,TRUE,NA,"1121420131370926080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",0,FALSE,FALSE,NA,NA
"@RodneyDavis It’s a pyramid sales scheme, just like Amway.",FALSE,0,"RodneyDavis",2019-04-25 14:20:07,FALSE,"1121138245004349440","1121418615100706822","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FranksUpperLip",0,FALSE,FALSE,NA,NA
"Seems @RodneyDavis hasn't botheed to read the entire Mueller report, according to an interview with the Spfld Journ… https://t.co/U2cu13TYQ4",FALSE,0,NA,2019-04-25 14:19:42,TRUE,NA,"1121418511270723584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",0,FALSE,FALSE,NA,NA
"@_GreatBike_ @RodneyDavis https://t.co/Nq0iSblRWY",FALSE,3,"_GreatBike_",2019-04-25 14:18:53,FALSE,"1121416369340342272","1121418305401753603","93801030","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"@Tbone295 @RodneyDavis @BetsyforIL Me too, let's hope her early start will enable her to do so",FALSE,1,"Tbone295",2019-04-25 14:18:15,FALSE,"1121417954552418307","1121418143606476800","38941663","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"@RodneyDavis How much are they donating?",FALSE,0,"RodneyDavis",2019-04-25 14:17:45,FALSE,"1121138245004349440","1121418021015154688","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FranksUpperLip",0,FALSE,FALSE,NA,NA
"@funnygirlescope @RodneyDavis I think @BetsyforIL can beat him if she is able to have a townhall in every rural tow… https://t.co/Te4RjTAGjS",FALSE,1,"funnygirlescope",2019-04-25 14:17:29,TRUE,"1121412846888390658","1121417954552418307","16701609","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tbone295",0,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis, I'm fine with Pritzker being investigated because our elected officials should be held accountable but to me…",FALSE,0,NA,2019-04-25 14:12:15,FALSE,NA,"1121416634466537474",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",1,TRUE,FALSE,NA,NA
"We should hold a pro-life rally outside this ""prayer breakfast"" to protest @RodneyDavis' immoral refusal to pass gu… https://t.co/Qt6XKKX8CD",FALSE,3,NA,2019-04-25 14:11:12,TRUE,NA,"1121416369340342272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"@RodneyDavis That’s ridiculous! You refuse to hold town hall meetings which would really allow constituents to have… https://t.co/RE8PW2TiRg",FALSE,0,"RodneyDavis",2019-04-25 14:04:22,TRUE,"1121107519357714433","1121414652368437248","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sydnick1",0,FALSE,FALSE,NA,NA
"That's it!  That is exactly it!!  @RodneyDavis is a coward.  #UnseatDavis2020 https://t.co/kXcGr8l447",FALSE,1,NA,2019-04-25 14:03:18,FALSE,NA,"1121414384851542017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",0,FALSE,FALSE,NA,NA
"@RodneyDavis, I'm fine with Pritzker being investigated because our elected officials should be held accountable bu… https://t.co/kXL4CeZqGo",FALSE,2,"_GreatBike_",2019-04-25 14:02:15,TRUE,"1121411128343638016","1121414119603757056","93801030","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,FALSE,FALSE,NA,NA
"@RodneyDavis wow, a real Representative who is not name calling or afraid of her Constituents with open, free and a… https://t.co/C5yBbVXfSu",FALSE,2,"RodneyDavis",2019-04-25 13:57:12,TRUE,NA,"1121412846888390658","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",1,FALSE,FALSE,NA,NA
"@_GreatBike_ @RodneyDavis He’s exerting his white male superiority by sitting on the desk.  It gives him a feeling… https://t.co/ayoVk69C4J",FALSE,0,"_GreatBike_",2019-04-25 13:56:53,TRUE,"1121211854896939010","1121412770442960901","93801030","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FranksUpperLip",0,FALSE,FALSE,NA,NA
"@RodneyDavis Please hold a town hall in Champaign or Urbana!",FALSE,1,"RodneyDavis",2019-04-25 13:54:23,FALSE,"1121107519357714433","1121412141154820096","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zeecha",0,FALSE,FALSE,NA,NA
"@RodneyDavis @DEAHQ Funny, that link says there's no location anywhere near me and I'm in Champaign.  Yet you can d… https://t.co/dXKHCUN14o",FALSE,0,"RodneyDavis",2019-04-25 13:53:03,TRUE,"1121187061267161088","1121411804238946304","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","S_Shan_Shan",0,FALSE,FALSE,NA,NA
"@RodneyDavis @DEAHQ Walgreens has a bin in their pharmacy that is always there.  No need to have a special day, jus… https://t.co/c7mpRmaaDs",FALSE,0,"RodneyDavis",2019-04-25 13:51:12,TRUE,"1121187061267161088","1121411338419437568","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","S_Shan_Shan",0,FALSE,FALSE,NA,NA
"I see, @RodneyDavis, so when it's a Democrat accused of dodging taxes, you'll push for an investigation but if it's… https://t.co/QGXtFZtN6Y",FALSE,3,NA,2019-04-25 13:50:22,TRUE,NA,"1121411128343638016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,FALSE,FALSE,NA,NA
"RT @Debbie_Vesino: @Nick_Clamorgan @HgUsa1 @Mmarty1230 @BridgetKF30 @1776BetsyRoss @ludy730 @RodneyDavis @TheDemocrats @POTUS @HouseDemocra…",FALSE,0,NA,2019-04-25 13:41:47,FALSE,NA,"1121408967916367873",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","judeanneRad",217,TRUE,FALSE,NA,NA
"RT @RodneyDavis: Ensuring constituents have an opportunity to meet with me and voice their concerns about a particular issue or get help wi…",FALSE,0,NA,2019-04-25 13:41:26,FALSE,NA,"1121408882247704578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Todd_Henricks",4,TRUE,FALSE,NA,NA
"@RodneyDavis https://t.co/rXPBpQv3HB",FALSE,1,"funnygirlescope",2019-04-25 13:30:29,FALSE,"1121406051730034688","1121406124119527424","16701609","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"@RodneyDavis U tweet that meeting with your Constituents is/continues to be a priority, but U have not been to CU i… https://t.co/Sr5iLw8LFw",FALSE,2,"RodneyDavis",2019-04-25 13:30:12,TRUE,"1121107519357714433","1121406051730034688","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"@RodneyDavis I voice my concerns all the time through phone calls, social media, letters and office hours, but base… https://t.co/F4Wi7ckeby",FALSE,1,"RodneyDavis",2019-04-25 13:26:04,TRUE,"1121107519357714433","1121405013526446080","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IL13voter",0,FALSE,FALSE,NA,NA
"@riverliffie @_GreatBike_ @RodneyDavis He would have to screen them, otherwise they would not allow themselves to b… https://t.co/X9JhmO2WXs",FALSE,1,"riverliffie",2019-04-25 13:21:59,TRUE,"1121217067909173248","1121403985217359872","788886767688568832","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"RT @DrSPff: Cc: @RodneyDavis https://t.co/8rB22PtMPd",FALSE,0,NA,2019-04-25 13:18:12,FALSE,NA,"1121403033240375296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",2,TRUE,FALSE,NA,NA
"RT @CindyMundell: @CU_Indivisible @_GreatBike_ @RodneyDavis @RepUnderwood @LaurenUnderwood held open office hours on Saturday to accommodat…",FALSE,0,NA,2019-04-25 12:59:27,FALSE,NA,"1121398314950377472",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IndivisibleIL14",3,TRUE,FALSE,NA,NA
"RT @Debbie_Vesino: @Nick_Clamorgan @HgUsa1 @Mmarty1230 @BridgetKF30 @1776BetsyRoss @ludy730 @RodneyDavis @TheDemocrats @POTUS @HouseDemocra…",FALSE,0,NA,2019-04-25 12:58:11,FALSE,NA,"1121397994039934977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BillBeam1",217,TRUE,FALSE,NA,NA
"PODCAST: Congressman Rodney Davis @RodneyDavis 4-25-19 https://t.co/hyHsOophAs",FALSE,0,NA,2019-04-25 12:53:08,FALSE,NA,"1121396724579340288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wdws1400",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: This Saturday, @DEAHQ will hold its 17th National Prescription Drug Take Back Day. This is a safe, convenient, and respons…",FALSE,0,NA,2019-04-25 12:51:06,FALSE,NA,"1121396211636948992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlueRoomStream",4,TRUE,FALSE,NA,NA
"RT @DaleSul88119090: @Debbie_Vesino @HMLoeschMcK @Nick_Clamorgan @HgUsa1 @Mmarty1230 @BridgetKF30 @1776BetsyRoss @ludy730 @RodneyDavis @The…",FALSE,0,NA,2019-04-25 12:50:19,FALSE,NA,"1121396016635363329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gameoverulose",10,TRUE,FALSE,NA,NA
"RT @Debbie_Vesino: @Nick_Clamorgan @HgUsa1 @Mmarty1230 @BridgetKF30 @1776BetsyRoss @ludy730 @RodneyDavis @TheDemocrats @POTUS @HouseDemocra…",FALSE,0,NA,2019-04-25 12:49:17,FALSE,NA,"1121395754575253505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gameoverulose",217,TRUE,FALSE,NA,NA
"RT @Debbie_Vesino: @Nick_Clamorgan @HgUsa1 @Mmarty1230 @BridgetKF30 @1776BetsyRoss @ludy730 @RodneyDavis @TheDemocrats @POTUS @HouseDemocra…",FALSE,0,NA,2019-04-25 12:44:55,FALSE,NA,"1121394657173413889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BridgetKF30",217,TRUE,FALSE,NA,NA
"@hockeyhoose15 @osborncorrie @RodneyDavis And we can help him get started by voting for Betsy Londrigan in 2020!",FALSE,1,"hockeyhoose15",2019-04-25 12:36:54,FALSE,"1121167923253579778","1121392640031850496","16607674","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SQURRELY1",0,FALSE,FALSE,NA,NA
"RT @Debbie_Vesino: @Nick_Clamorgan @HgUsa1 @Mmarty1230 @BridgetKF30 @1776BetsyRoss @ludy730 @RodneyDavis @TheDemocrats @POTUS @HouseDemocra…",FALSE,0,NA,2019-04-25 12:34:35,FALSE,NA,"1121392057719848960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lesstaxingcpa",217,TRUE,FALSE,NA,NA
"@RodneyDavis @RodneyDavis didn't simplify the tax code with #GOPTaxScam, because @Intuit wants filing taxes to be c… https://t.co/phM59dXk1L",FALSE,0,"RodneyDavis",2019-04-25 09:03:18,TRUE,"1117817244837453824","1121338884435185665","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"This Groundhog Day Syndrome needs to END - During THIS session of Congress!  https://t.co/7H2rbOHLrV
@RodneyDavis… https://t.co/ALPc1lbEIi",FALSE,2,NA,2019-04-25 08:31:19,TRUE,NA,"1121330838434537472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RepealWEP",0,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 05:27:08,FALSE,NA,"1121284485889384448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lad1121",13,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 03:37:44,FALSE,NA,"1121256954201026562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heebeejeebee",13,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 03:35:27,FALSE,NA,"1121256380940177409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImaDisneyDork2",13,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 03:32:01,FALSE,NA,"1121255514673963008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CupcakeMrs1",13,TRUE,FALSE,NA,NA
"@ILCitizen @RodneyDavis Because Jersey County went 70% to Trump in 2016.",FALSE,1,"ILCitizen",2019-04-25 03:15:36,FALSE,"1121250619916943360","1121251385616556032","291869137","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","4jinxremoving",0,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis @RodneyDavis, you can arrange the chairs to look like a town hall, but meeting with 10 people that agree with…",FALSE,0,NA,2019-04-25 03:12:50,FALSE,NA,"1121250685977280517",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allthingsHHH",5,TRUE,FALSE,NA,NA
"@RodneyDavis https://t.co/9HtpOJHBjy",FALSE,0,"RodneyDavis",2019-04-25 03:12:45,FALSE,"1121107519357714433","1121250667434262528","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RMLpromie",0,FALSE,FALSE,NA,NA
"Why would you hold a ""Town Hall"" for 10 constituents in Jerseyville when C-U has been begging for one since you got… https://t.co/nla4CgKCRM",FALSE,0,NA,2019-04-25 03:12:34,TRUE,NA,"1121250619916943360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILCitizen",0,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 03:12:12,FALSE,NA,"1121250527185121280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allthingsHHH",13,TRUE,FALSE,NA,NA
"@rodneydavis @royblunt @joshhawley https://t.co/dGfZ50Vwux",FALSE,0,"RodneyDavis",2019-04-25 02:48:48,FALSE,NA,"1121244639254781952","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DemLibs",0,FALSE,FALSE,NA,NA
"Cc: @RodneyDavis https://t.co/8rB22PtMPd",FALSE,4,NA,2019-04-25 02:41:53,FALSE,NA,"1121242901223227392",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrSPff",2,FALSE,FALSE,NA,NA
"@RodneyDavis @DEAHQ Don't have to wait for this. Walgreens has boxes in many of their stores all year and in Champa… https://t.co/pZGIWbYH7o",FALSE,0,"RodneyDavis",2019-04-25 02:34:06,TRUE,"1121187061267161088","1121240939597529088","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShafterLee",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: Ensuring constituents have an opportunity to meet with me and voice their concerns about a particular issue or get help wi…",FALSE,0,NA,2019-04-25 02:30:55,FALSE,NA,"1121240138976256001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kjboies",4,TRUE,FALSE,NA,NA
"@CU_Indivisible @tristan1949 @RodneyDavis I've seen this ridiculous tweet three times. 

It's been an insult to me… https://t.co/38dhYgFcxV",FALSE,1,"CU_Indivisible",2019-04-25 02:30:29,TRUE,"1121125643608047617","1121240029144199170","820009466800340992","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: On Tuesday, I met with Beautycounter representatives Cory and Elaine in my Normal office. I appreciate their advocacy for…",FALSE,0,NA,2019-04-25 02:27:38,FALSE,NA,"1121239310999674880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kjboies",2,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 02:26:46,FALSE,NA,"1121239095123107841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",13,TRUE,FALSE,NA,NA
"IL 13 is not fooled by your sham events @RodneyDavis. #UnseatDavis2020 https://t.co/QHyhJYkiIW",FALSE,1,NA,2019-04-25 02:26:39,FALSE,NA,"1121239065100259334",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",0,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-25 02:26:17,FALSE,NA,"1121238971974070272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nitabirdonit",13,TRUE,FALSE,NA,NA
"RT @_GreatBike_: Is @RodneyDavis likeable enough? #IL13 #IL13isWatching",FALSE,0,NA,2019-04-25 02:25:10,FALSE,NA,"1121238691949756416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",8,TRUE,FALSE,NA,NA
"@RepMaxineWaters @RodneyDavis  @OldCraig @412Anon87  Maxine Waters - Either you are certifiably insane, or a congen… https://t.co/vj0ZOGvsZt",FALSE,0,"RepMaxineWaters",2019-04-25 02:24:52,TRUE,NA,"1121238617643466752","36686040","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","geezermann",0,FALSE,FALSE,NA,NA
"RT @Hineni_CU: .@BetsyforIL , when running against @RodneyDavis last fall, held a town hall in every county in IL-13 in the space of a few…",FALSE,0,NA,2019-04-25 02:24:44,FALSE,NA,"1121238582474289152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",4,TRUE,FALSE,NA,NA
"RT @RodneyDavis: This Saturday, @DEAHQ will hold its 17th National Prescription Drug Take Back Day. This is a safe, convenient, and respons…",FALSE,0,NA,2019-04-25 02:21:54,FALSE,NA,"1121237868213612544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kjboies",4,TRUE,FALSE,NA,NA
"@RepMaxineWaters @RodneyDavis Re: Your tweet of the 23rd.  Lies 1-4 : 1.  Crimes -  Mueller said NO crimes.  2.  Wo… https://t.co/iBmwWJJqEM",FALSE,0,"RepMaxineWaters",2019-04-25 02:20:02,TRUE,NA,"1121237398829117440","36686040","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","geezermann",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: I always enjoy visiting Macon Resources Inc. and seeing all the new things going on at the facility, including license pla…",FALSE,0,NA,2019-04-25 02:09:26,FALSE,NA,"1121234731801174016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","norrisrd",3,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: How to attend @RodneyDavis' open office hours in 3 easy steps:

1. Be white
2. Live at least an hour away from anywhere…",FALSE,0,NA,2019-04-25 02:04:35,FALSE,NA,"1121233512491888641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",2,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis Note that @RodneyDavis is sitting on the desk so that he can look down on #IL13 voters while talking at them.",FALSE,0,NA,2019-04-25 01:59:05,FALSE,NA,"1121232126781874186",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",1,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis This is great, now do this in larger areas within your district, this looks like a large group and you lo…",FALSE,0,NA,2019-04-25 01:59:01,FALSE,NA,"1121232110285729792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",4,TRUE,FALSE,NA,NA
"RT @Jrock08: @RodneyDavis That looks a lot like a town hall.",FALSE,0,NA,2019-04-25 01:58:41,FALSE,NA,"1121232029356634114",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",1,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis @RodneyDavis, you can arrange the chairs to look like a town hall, but meeting with 10 people that agree with…",FALSE,0,NA,2019-04-25 01:58:34,FALSE,NA,"1121231997303754753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",5,TRUE,FALSE,NA,NA
"RT @Hineni_CU: .@BetsyforIL , when running against @RodneyDavis last fall, held a town hall in every county in IL-13 in the space of a few…",FALSE,0,NA,2019-04-25 01:58:20,FALSE,NA,"1121231941213270017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",4,TRUE,FALSE,NA,NA
"@RodneyDavis You've got to be kidding",FALSE,2,"RodneyDavis",2019-04-25 01:53:16,FALSE,"1121138245004349440","1121230664051888130","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DailyLibber",0,FALSE,FALSE,NA,NA
"RT @IgnitedIl: @Foster4Congress @RepLipinski @RodneyDavis @RepBobbyRush @RepSchneider @CheriBustos @RepDannyDavis @janschakowsky @RepMikeQu…",FALSE,0,NA,2019-04-25 01:48:02,FALSE,NA,"1121229348177104896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lmaskwhy",2,TRUE,FALSE,NA,NA
"RT @CindyMundell: @CU_Indivisible @_GreatBike_ @RodneyDavis @RepUnderwood @LaurenUnderwood held open office hours on Saturday to accommodat…",FALSE,0,NA,2019-04-25 01:41:33,FALSE,NA,"1121227714051170306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoomerJan",3,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis @DEAHQ The Champaign police department has a bin in their lobby all year long, i am surprised that has no…",FALSE,0,NA,2019-04-25 01:33:32,FALSE,NA,"1121225699837272066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hockeyhoose15",2,TRUE,FALSE,NA,NA
"@CU_Indivisible @_GreatBike_ @RodneyDavis This is SO accurate. Darin LaHood tactic as well",FALSE,2,"CU_Indivisible",2019-04-25 01:11:31,FALSE,"1121125643608047617","1121220158385741825","820009466800340992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cappeye",0,FALSE,FALSE,NA,NA
