"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @RodneyDavis: Yesterday, I talked trade and the planting timeline with farmers Jack Young, Gene Whitted, and Sam Arnold in DeWitt County…",FALSE,0,NA,2019-04-19 16:28:10,FALSE,NA,"1119276512304345090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Todd_Henricks",8,TRUE,FALSE,NA,NA
"RT @RodneyDavis: Yesterday, I talked trade and the planting timeline with farmers Jack Young, Gene Whitted, and Sam Arnold in DeWitt County…",FALSE,0,NA,2019-04-19 16:26:51,FALSE,NA,"1119276179993845762",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChapmanHenricks",8,TRUE,FALSE,NA,NA
"Thank you @RodneyDavis for joining us at the @STLRegChamber’s Illinois Public Affairs Network! https://t.co/ICBpJCKroA",FALSE,3,NA,2019-04-19 16:16:22,FALSE,NA,"1119273542133198853",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NixReilly",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: Yesterday, I talked trade and the planting timeline with farmers Jack Young, Gene Whitted, and Sam Arnold in DeWitt County…",FALSE,0,NA,2019-04-19 16:14:01,FALSE,NA,"1119272951172476929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SammonsPatty",8,TRUE,FALSE,NA,NA
"@rodneydavis thanks for your support of the American beer industry and its workforce. On behalf of our 18,000 emplo… https://t.co/4m4AzgwPMj",FALSE,0,"RodneyDavis",2019-04-19 16:11:28,TRUE,NA,"1119272309578186752","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnheuserBusch",0,FALSE,FALSE,NA,NA
"RT @Glock21OpEd: @CU_Indivisible @RodneyDavis Apparently we need to move on to #infrastructureweek for umpteenth time.  Meanwhile national…",FALSE,0,NA,2019-04-19 16:06:18,FALSE,NA,"1119271012011577344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",2,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis is still putting his politics over country &amp; is defending the #TrumpCrimeFamily. Rodney is foolish enough to…",FALSE,0,NA,2019-04-19 15:58:02,FALSE,NA,"1119268929896103938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DailyLibber",1,TRUE,FALSE,NA,NA
"@CU_Indivisible @funnygirlescope @RodneyDavis He sure seems to love those photo ops.",FALSE,4,"CU_Indivisible",2019-04-19 15:56:29,FALSE,"1119242537510887426","1119268538882166786","820009466800340992","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RabidWuki",0,FALSE,FALSE,NA,NA
"RT @DrSPff: When @RodneyDavis says that the Special Counsel’s report says “no collusion” remind him: 1) that is not what was being investig…",FALSE,0,NA,2019-04-19 15:46:35,FALSE,NA,"1119266047507324929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","illinilady56",5,TRUE,FALSE,NA,NA
"RT @STLRegChamber: Thank you Congressman @RodneyDavis for joining us at our Illinois Public Affairs Network meeting. It was a pleasure disc…",FALSE,0,NA,2019-04-19 15:36:12,FALSE,NA,"1119263436695797760",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RodneyDavis",5,TRUE,FALSE,NA,NA
"RT @WorkingTheHill: If the rain is keeping you out of the field, the next best thing is talk #trade in the machine shed with your Congressm…",FALSE,0,NA,2019-04-19 15:11:41,FALSE,NA,"1119257264924372994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimMTobin",3,TRUE,FALSE,NA,NA
"@Hineni_CU @RodneyDavis I just called again. They said they would make a case for me on that matter. I guess my cal… https://t.co/kMejZg5ACZ",FALSE,2,"RubberStampRod",2019-04-19 15:09:31,TRUE,"1119255760335179777","1119256718461026306","2212935176","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RubberStampRod",0,FALSE,FALSE,NA,NA
"RT @kaitlincavey: Double trouble at the Doubletree Hilton! Congressman @RodneyDavis brought a special guest, @ILTreasurer 👏🏻 Exciting #twil…",FALSE,0,NA,2019-04-19 15:08:11,FALSE,NA,"1119256385252921344",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RodneyDavis",4,TRUE,FALSE,NA,NA
"@Hineni_CU @RodneyDavis I have been waiting almost 24 hours for a statement on the children that have been separate… https://t.co/CrbiTAigFE",FALSE,3,"Hineni_CU",2019-04-19 15:05:42,TRUE,"1119244318735241216","1119255760335179777","910292386185494528","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RubberStampRod",2,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis did you see this?  I know you are busy with staged photo ops and finding ways to avoid the tough issues b…",FALSE,0,NA,2019-04-19 15:05:12,FALSE,NA,"1119255635282014208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VaderLady70",5,TRUE,FALSE,NA,NA
"RT @RodneyDavis: Dave Gruenenfelder, an AARP Volunteer, and I discussed what can be done to address the price of prescription drugs. The CR…",FALSE,0,NA,2019-04-19 15:02:53,FALSE,NA,"1119255052680597504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DreJor28",3,TRUE,FALSE,NA,NA
"@CU_Indivisible @RodneyDavis Apparently we need to move on to #infrastructureweek for umpteenth time.  Meanwhile na… https://t.co/ywX5R7Tb5t",FALSE,5,"CU_Indivisible",2019-04-19 15:02:18,TRUE,"1119248303827423232","1119254905309601792","820009466800340992","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",2,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: With the revelations from the #MuellerReport coming thick and fast we're anxiously awaiting @RodneyDavis' tweet about h…",FALSE,0,NA,2019-04-19 14:59:43,FALSE,NA,"1119254252793344002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dlm62088",5,TRUE,FALSE,NA,NA
"RT @ILCitizen: @RodneyDavis A partisan interview yesterday morning claiming that the #MuellerReport exonerated the president and crickets s…",FALSE,0,NA,2019-04-19 14:59:14,FALSE,NA,"1119254131884032000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VaderLady70",5,TRUE,FALSE,NA,NA
"RT @RnC_for_pres: @RodneyDavis Are you going to do anything regarding the fact that Trump multiple times told White House counsel to fire M…",FALSE,0,NA,2019-04-19 14:58:52,FALSE,NA,"1119254041035517953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VaderLady70",3,TRUE,FALSE,NA,NA
"RT @STLRegChamber: Thank you Congressman @RodneyDavis for joining us at our Illinois Public Affairs Network meeting. It was a pleasure disc…",FALSE,0,NA,2019-04-19 14:43:57,FALSE,NA,"1119250286244237312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adam_Kazda",5,TRUE,FALSE,NA,NA
"@RodneyDavis did you see this?  Any comments? https://t.co/8Wdjl15UUl",FALSE,2,"RodneyDavis",2019-04-19 14:43:44,FALSE,NA,"1119250232607481856","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",1,FALSE,FALSE,NA,NA
"Thank you Congressman @RodneyDavis for joining us at our Illinois Public Affairs Network meeting. It was a pleasure… https://t.co/ZOd6gmy2tl",FALSE,11,NA,2019-04-19 14:43:16,TRUE,NA,"1119250112474222592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",5,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @CU_Indivisible @RodneyDavis On top of that Misrepresentative @RodneyDavis whined about @BetsyforIL taking out-of-state mo…",FALSE,0,NA,2019-04-19 14:39:38,FALSE,NA,"1119249198564556800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","illinilady56",6,TRUE,FALSE,NA,NA
"@CU_Indivisible @RodneyDavis (well, fun like laugh-so-I-don't-cry-and-vomit fun.)",FALSE,2,"CU_Indivisible",2019-04-19 14:37:19,FALSE,"1119248303827423232","1119248618001784832","820009466800340992","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","geonz",0,FALSE,FALSE,NA,NA
"It's been really fun to watch Republicans like @RodneyDavis say things like ""we need to let the… https://t.co/PPwslEWx4p",FALSE,18,NA,2019-04-19 14:36:04,TRUE,NA,"1119248303827423232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CU_Indivisible",5,FALSE,FALSE,NA,NA
"@RodneyDavis did you see this?  Any comments? https://t.co/ZvayJ8J4LW",FALSE,4,"RodneyDavis",2019-04-19 14:35:43,FALSE,NA,"1119248215314972672","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",2,FALSE,FALSE,NA,NA
"RT @tedlieu: Honored to introduce the Bear Protection Act with @RepAnnieKuster, @RodneyDavis &amp; @CongressmanGT. This bipartisan bill prohibi…",FALSE,0,NA,2019-04-19 14:30:16,FALSE,NA,"1119246841785176064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MoistureVapor8r",223,TRUE,FALSE,NA,NA
"@RodneyDavis did you see this part of the report?  👇 https://t.co/0ycTahEhrm",FALSE,3,"RodneyDavis",2019-04-19 14:30:13,FALSE,NA,"1119246831735779329","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",2,FALSE,FALSE,NA,NA
"RT @TomJKovach: Delightful time meeting and listening to business leaders/elected officials this a.m. with the @STLRegChamber @wtchulick @R…",FALSE,0,NA,2019-04-19 14:29:23,FALSE,NA,"1119246621672464387",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adam_Kazda",2,TRUE,FALSE,NA,NA
"RT @Hineni_CU: Unseat @RodneyDavis! https://t.co/fvbahqni15",FALSE,0,NA,2019-04-19 14:28:36,FALSE,NA,"1119246424972120065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",9,TRUE,FALSE,NA,NA
"@CU_Indivisible @RodneyDavis Yep. SOP for NotRod. Finalist for worst MoC.",FALSE,1,"CU_Indivisible",2019-04-19 14:28:05,FALSE,"1119242537510887426","1119246292289511424","820009466800340992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"RT @Hineni_CU: Unseat @RodneyDavis! https://t.co/fvbahqni15",FALSE,0,NA,2019-04-19 14:26:35,FALSE,NA,"1119245915074760704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",9,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: This is @RodneyDavis 101. Post a picture with a group of people. Say some nice stuff about them. Talk about a bill he s…",FALSE,0,NA,2019-04-19 14:26:29,FALSE,NA,"1119245892375195649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",13,TRUE,FALSE,NA,NA
"RT @TheBLTripp: Congressman @RodneyDavis discusses the importance of #infrastructure. Glad to hear Congressman Davis’ thoughts align with t…",FALSE,0,NA,2019-04-19 14:26:15,FALSE,NA,"1119245830148509702",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",1,TRUE,FALSE,NA,NA
"RT @Hineni_CU: "" I have no idea your position on any issues."" We once called @RodneyDavis's office to ask why he hadn't made a statement af…",FALSE,0,NA,2019-04-19 14:26:06,FALSE,NA,"1119245792768872448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",7,TRUE,FALSE,NA,NA
"Congressman @RodneyDavis discusses the importance of #infrastructure. Glad to hear Congressman Davis’ thoughts alig… https://t.co/kyTF9kEoA3",FALSE,4,NA,2019-04-19 14:26:01,TRUE,NA,"1119245770899718144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBLTripp",1,FALSE,FALSE,NA,NA
"RT @frickj13: @RodneyDavis But yet you keep cutting things like student aid. Can't go to school to be Dr or nurse if no money to pay.....",FALSE,0,NA,2019-04-19 14:24:47,FALSE,NA,"1119245463310540800",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",1,TRUE,FALSE,NA,NA
"RT @osborncorrie: @RodneyDavis Your solution to the nurse shortage is by taking away people's health care so there isn't a need for nurses",FALSE,0,NA,2019-04-19 14:24:44,FALSE,NA,"1119245450803142656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",3,TRUE,FALSE,NA,NA
"RT @RnC_for_pres: @RodneyDavis Are you going to do anything regarding the fact that Trump multiple times told White House counsel to fire M…",FALSE,0,NA,2019-04-19 14:24:17,FALSE,NA,"1119245338550968320",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",3,TRUE,FALSE,NA,NA
"RT @Grace4Peace1: @RodneyDavis I hope that bill gives universal healthcare. If not, nurses are going to lose jobs. Rural hospitals will be…",FALSE,0,NA,2019-04-19 14:24:11,FALSE,NA,"1119245313255124992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",3,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis Maybe, but U don't understand patients need for health insurance. Often folks undergoing treatment can't…",FALSE,0,NA,2019-04-19 14:23:58,FALSE,NA,"1119245256959168514",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",2,TRUE,FALSE,NA,NA
"RT @ILCitizen: @RodneyDavis A partisan interview yesterday morning claiming that the #MuellerReport exonerated the president and crickets s…",FALSE,0,NA,2019-04-19 14:23:52,FALSE,NA,"1119245233802366976",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",5,TRUE,FALSE,NA,NA
"RT @Hineni_CU: Unseat @RodneyDavis! https://t.co/fvbahqni15",FALSE,0,NA,2019-04-19 14:23:35,FALSE,NA,"1119245162000130049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilySuess",9,TRUE,FALSE,NA,NA
"RT @Adam_Kazda: “There is no more important issue in the region than infrastructure.” - @RodneyDavis #twill #IPAN https://t.co/VovWs4cw59",FALSE,0,NA,2019-04-19 14:23:22,FALSE,NA,"1119245107885236227",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",1,TRUE,FALSE,NA,NA
"RT @TomJKovach: Delightful time meeting and listening to business leaders/elected officials this a.m. with the @STLRegChamber @wtchulick @R…",FALSE,0,NA,2019-04-19 14:23:15,FALSE,NA,"1119245077996503045",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",2,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: The fact that the vast majority of @RodneyDavis' money doesn't come from his district should be a bigger story.",FALSE,0,NA,2019-04-19 14:23:09,FALSE,NA,"1119245050465140736",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",10,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @CU_Indivisible @RodneyDavis On top of that Misrepresentative @RodneyDavis whined about @BetsyforIL taking out-of-state mo…",FALSE,0,NA,2019-04-19 14:22:55,FALSE,NA,"1119244991203880961",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",6,TRUE,FALSE,NA,NA
"Unseat @RodneyDavis! https://t.co/fvbahqni15",FALSE,12,NA,2019-04-19 14:21:30,FALSE,NA,"1119244637024210945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",9,FALSE,FALSE,NA,NA
"RT @Hineni_CU: "" I have no idea your position on any issues."" We once called @RodneyDavis's office to ask why he hadn't made a statement af…",FALSE,0,NA,2019-04-19 14:21:19,FALSE,NA,"1119244588781199360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",7,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis did you see this?  I know you are busy with staged photo ops and finding ways to avoid the tough issues b…",FALSE,0,NA,2019-04-19 14:21:06,FALSE,NA,"1119244535362670593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilySuess",5,TRUE,FALSE,NA,NA
"I just delivered this letter from @emilysuess to @SenatorDurbin, @RodneyDavis and @SenDuckworth #ilpols #ilpolitics… https://t.co/uZ24YXr6cR",FALSE,5,NA,2019-04-19 14:20:17,TRUE,NA,"1119244331976577024",NA,"<a href=""http://resist.bot"" rel=""nofollow"">Resistbot Open Letters</a>","openletterbot",2,FALSE,FALSE,NA,NA
""" I have no idea your position on any issues."" We once called @RodneyDavis's office to ask why he hadn't made a sta… https://t.co/ZPLBzjUjSr",FALSE,13,NA,2019-04-19 14:20:14,TRUE,NA,"1119244318735241216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",7,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: This is @RodneyDavis 101. Post a picture with a group of people. Say some nice stuff about them. Talk about a bill he s…",FALSE,0,NA,2019-04-19 14:19:58,FALSE,NA,"1119244248858148866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",13,TRUE,FALSE,NA,NA
"“There is no more important issue in the region than infrastructure.” - @RodneyDavis #twill #IPAN https://t.co/VovWs4cw59",FALSE,5,NA,2019-04-19 14:19:38,FALSE,NA,"1119244165949345797",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adam_Kazda",1,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: With the revelations from the #MuellerReport coming thick and fast we're anxiously awaiting @RodneyDavis' tweet about h…",FALSE,0,NA,2019-04-19 14:17:12,FALSE,NA,"1119243553685876736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hineni_CU",5,TRUE,FALSE,NA,NA
"Delightful time meeting and listening to business leaders/elected officials this a.m. with the @STLRegChamber… https://t.co/y9qjOEOCtN",FALSE,2,NA,2019-04-19 14:16:14,TRUE,NA,"1119243309715685377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TomJKovach",2,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis did you see this?  I know you are busy with staged photo ops and finding ways to avoid the tough issues b…",FALSE,0,NA,2019-04-19 14:15:07,FALSE,NA,"1119243030693916672",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",5,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: This is @RodneyDavis 101. Post a picture with a group of people. Say some nice stuff about them. Talk about a bill he s…",FALSE,0,NA,2019-04-19 14:14:08,FALSE,NA,"1119242783020261376",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",13,TRUE,FALSE,NA,NA
"This is @RodneyDavis 101. Post a picture with a group of people. Say some nice stuff about them. Talk about a bill… https://t.co/tQY2P33S0u",FALSE,40,NA,2019-04-19 14:13:10,TRUE,NA,"1119242537510887426",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CU_Indivisible",13,FALSE,FALSE,NA,NA
"RT @kaitlincavey: Double trouble at the Doubletree Hilton! Congressman @RodneyDavis brought a special guest, @ILTreasurer 👏🏻 Exciting #twil…",FALSE,0,NA,2019-04-19 14:11:56,FALSE,NA,"1119242230059950081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBLTripp",4,TRUE,FALSE,NA,NA
"RT @kaitlincavey: Double trouble at the Doubletree Hilton! Congressman @RodneyDavis brought a special guest, @ILTreasurer 👏🏻 Exciting #twil…",FALSE,0,NA,2019-04-19 14:11:37,FALSE,NA,"1119242148094926848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adam_Kazda",4,TRUE,FALSE,NA,NA
"@RodneyDavis did you see this?  I know you are busy with staged photo ops and finding ways to avoid the tough issue… https://t.co/EaEfy8YA4W",FALSE,2,"RodneyDavis",2019-04-19 14:11:26,TRUE,NA,"1119242102154645504","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",5,FALSE,FALSE,NA,NA
"RT @kaitlincavey: Double trouble at the Doubletree Hilton! Congressman @RodneyDavis brought a special guest, @ILTreasurer 👏🏻 Exciting #twil…",FALSE,0,NA,2019-04-19 14:11:12,FALSE,NA,"1119242043291766785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",4,TRUE,FALSE,NA,NA
"RT @TheBLTripp: It’s a full room for @STLRegChamber’s Illinois Public Affairs Network. Today’s program features Congressman @RodneyDavis as…",FALSE,0,NA,2019-04-19 14:11:04,FALSE,NA,"1119242009808650245",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaitlincavey",2,TRUE,FALSE,NA,NA
"RT @TheBLTripp: “The objective of these meetings is to build relationships.” @STLRegChamber President &amp; CEO @wtchulick and Vice President o…",FALSE,0,NA,2019-04-19 14:11:00,FALSE,NA,"1119241994247770113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaitlincavey",2,TRUE,FALSE,NA,NA
"RT @Adam_Kazda: Excited to welcome @RodneyDavis and special guest @MikeforIllinois to the @STLRegChamber’s first 2019 #IPAN! https://t.co/0…",FALSE,0,NA,2019-04-19 14:10:59,FALSE,NA,"1119241988941938688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",1,TRUE,FALSE,NA,NA
"Double trouble at the Doubletree Hilton! Congressman @RodneyDavis brought a special guest, @ILTreasurer 👏🏻 Exciting… https://t.co/mZyvxzfxva",FALSE,7,NA,2019-04-19 14:10:56,TRUE,NA,"1119241975063044096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaitlincavey",4,FALSE,FALSE,NA,NA
"@CashCribbet @RnC_for_pres @RodneyDavis Sure...
https://t.co/4rWmUEDBXf",FALSE,0,"CashCribbet",2019-04-19 14:10:38,FALSE,"1119241504281833472","1119241899574026241","1063577288351105024","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StechDoes",0,FALSE,FALSE,NA,NA
"Excited to welcome @RodneyDavis and special guest @MikeforIllinois to the @STLRegChamber’s first 2019 #IPAN! https://t.co/0VYS79Vg4s",FALSE,1,NA,2019-04-19 14:10:20,FALSE,NA,"1119241827775852545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adam_Kazda",1,FALSE,FALSE,NA,NA
"@TheBLTripp @STLRegChamber @wtchulick @AustinWalker82 @RodneyDavis @kaitlincavey @NixReilly @andrewgillsmith… https://t.co/WYsam2308d",FALSE,0,"TheBLTripp",2019-04-19 14:08:37,TRUE,"1119239221972217857","1119241394005192705","1091004186","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"@janafairow @BillKristol @DavidAFrench @NRO @RodneyDavis Davis tolerates and enables it, he has neither a spine nor any integrity",FALSE,1,"janafairow",2019-04-19 14:05:14,FALSE,"1119206404424904704","1119240540791480320","130634153","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @CU_Indivisible @RodneyDavis On top of that Misrepresentative @RodneyDavis whined about @BetsyforIL taking out-of-state mo…",FALSE,0,NA,2019-04-19 14:03:53,FALSE,NA,"1119240202655010816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",6,TRUE,FALSE,NA,NA
"RT @ILCitizen: @RodneyDavis A partisan interview yesterday morning claiming that the #MuellerReport exonerated the president and crickets s…",FALSE,0,NA,2019-04-19 14:03:31,FALSE,NA,"1119240111596670976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilySuess",5,TRUE,FALSE,NA,NA
"RT @Grace4Peace1: @RodneyDavis I hope that bill gives universal healthcare. If not, nurses are going to lose jobs. Rural hospitals will be…",FALSE,0,NA,2019-04-19 14:03:26,FALSE,NA,"1119240091417948161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",3,TRUE,FALSE,NA,NA
"RT @ILCitizen: @RodneyDavis A partisan interview yesterday morning claiming that the #MuellerReport exonerated the president and crickets s…",FALSE,0,NA,2019-04-19 14:02:58,FALSE,NA,"1119239972152848385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",5,TRUE,FALSE,NA,NA
"RT @amarshll: @RodneyDavis You know, there’s something soothing about the obliviousness of @RodneyDavis. DC is burning, but he sticks to hi…",FALSE,0,NA,2019-04-19 14:02:33,FALSE,NA,"1119239866833866752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",2,TRUE,FALSE,NA,NA
"RT @TheBLTripp: “The objective of these meetings is to build relationships.” @STLRegChamber President &amp; CEO @wtchulick and Vice President o…",FALSE,0,NA,2019-04-19 14:00:37,FALSE,NA,"1119239381628399616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",2,TRUE,FALSE,NA,NA
"“The objective of these meetings is to build relationships.” @STLRegChamber President &amp; CEO @wtchulick and Vice Pre… https://t.co/HghXf1hPbi",FALSE,2,NA,2019-04-19 13:59:59,TRUE,NA,"1119239221972217857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBLTripp",2,FALSE,FALSE,NA,NA
"RT @TheBLTripp: It’s a full room for @STLRegChamber’s Illinois Public Affairs Network. Today’s program features Congressman @RodneyDavis as…",FALSE,0,NA,2019-04-19 13:56:49,FALSE,NA,"1119238423095709696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STLRegChamber",2,TRUE,FALSE,NA,NA
"Extending Title VIII grants means more money and resources for nurse education. Thank you @RodneyDavis for introduc… https://t.co/3EySAe9FsF",FALSE,4,NA,2019-04-19 13:49:46,TRUE,NA,"1119236648825425920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RNAction",2,FALSE,FALSE,NA,NA
